query_id,doc_id
q2_silver,50163
q2_silver,50318
q2_silver,51094
q2_silver,51335
q2_silver,51343
q2_silver,51480
q2_silver,52127
q2_silver,52164
q2_silver,52201
q2_silver,52214
q2_silver,52852
q2_silver,52940
q2_silver,53271
q2_silver,53641
q2_silver,53778
q2_silver,54055
q2_silver,54147
q2_silver,54177
q2_silver,54491
q2_silver,55182
q2_silver,57088
q2_silver,57142
q2_silver,58446
q2_silver,58680
q2_silver,59354
q2_silver,59938
q2_silver,60156
q2_silver,60194
q2_silver,60857
q2_silver,60993
q2_silver,61278
q2_silver,61492
q2_silver,62343
q2_silver,62829
q2_silver,63249
q2_silver,63363
q2_silver,64511
q2_silver,64823
q2_silver,65502
q2_silver,65674
q2_silver,65717
q2_silver,66546
q2_silver,66647
q2_silver,67144
q2_silver,67211
q2_silver,67309
q2_silver,68194
q2_silver,69635
q2_silver,69865
q2_silver,70363
q2_silver,70791
q2_silver,71574
q2_silver,72294
q2_silver,72753
q2_silver,73637
q2_silver,73751
q2_silver,74185
q2_silver,74349
q2_silver,74381
q2_silver,74434
q2_silver,75113
q2_silver,75596
q2_silver,75988
q2_silver,76973
q2_silver,76997
q2_silver,77526
q2_silver,78050
q2_silver,78415
q2_silver,78773
q2_silver,80225
q2_silver,80641
q2_silver,81755
q2_silver,82241
q2_silver,82386
q2_silver,83516
q2_silver,84245
q2_silver,84605
q2_silver,84781
q2_silver,84802
q2_silver,84937
q2_silver,85432
q2_silver,85926
q2_silver,86637
q2_silver,87240
q2_silver,87566
q2_silver,87848
q2_silver,87863
q2_silver,88465
q2_silver,90328
q2_silver,90365
q2_silver,90690
q2_silver,91210
q2_silver,91250
q2_silver,91563
q2_silver,91692
q2_silver,92438
q2_silver,92454
q2_silver,92611
q2_silver,93013
q2_silver,93164
q2_silver,93315
q2_silver,94105
q2_silver,94235
q2_silver,95024
q2_silver,95337
q2_silver,95949
q2_silver,96371
q2_silver,96545
q2_silver,96861
q2_silver,97384
q2_silver,97954
q2_silver,97989
q2_silver,98129
q2_silver,98255
q2_silver,98407
q2_silver,98849
q2_silver,99584
q2_silver,100237
q2_silver,100863
q2_silver,101052
q2_silver,101745
q2_silver,102097
q2_silver,102970
q2_silver,103115
q2_silver,103256
q2_silver,104566
q2_silver,105120
q2_silver,106020
q2_silver,106321
q2_silver,106637
q2_silver,106771
q2_silver,106846
q2_silver,108278
q2_silver,108303
q2_silver,108662
q2_silver,108675
q2_silver,108807
q2_silver,109778
q2_silver,110409
q2_silver,110479
q2_silver,113227
q2_silver,113329
q2_silver,114034
q2_silver,114240
q2_gourmet,1146
q2_gourmet,3062
q2_gourmet,3164
q2_gourmet,3656
q2_gourmet,4799
q2_gourmet,5246
q2_gourmet,5401
q2_gourmet,5493
q2_gourmet,6409
q2_gourmet,6620
q2_gourmet,7434
q2_gourmet,7467
q2_gourmet,8088
q2_gourmet,8153
q2_gourmet,8663
q2_gourmet,9389
q2_gourmet,9518
q2_gourmet,10543
q2_gourmet,10630
q2_gourmet,10722
q2_gourmet,11789
q2_gourmet,12578
q2_gourmet,13946
q2_gourmet,14030
q2_gourmet,14388
q2_gourmet,14668
q2_gourmet,15881
q2_gourmet,16480
q2_gourmet,16497
q2_gourmet,16689
q2_gourmet,16778
q2_gourmet,16919
q2_gourmet,17015
q2_gourmet,17643
q2_gourmet,17729
q2_gourmet,19006
q2_gourmet,19415
q2_gourmet,19691
q2_gourmet,20081
q2_gourmet,20536
q2_gourmet,20594
q2_gourmet,20615
q2_gourmet,22350
q2_gourmet,22783
q2_gourmet,23708
q2_gourmet,24433
q2_gourmet,24523
q2_gourmet,26264
q2_gourmet,26588
q2_gourmet,26621
q2_gourmet,27214
q2_gourmet,30533
q2_gourmet,31708
q2_gourmet,31770
q2_gourmet,32114
q2_gourmet,32266
q2_gourmet,34048
q2_gourmet,34528
q2_gourmet,34638
q2_gourmet,35996
q2_gourmet,36514
q2_gourmet,36965
q2_gourmet,40191
q2_gourmet,40270
q2_gourmet,40877
q2_gourmet,41656
q2_gourmet,44386
q2_gourmet,44598
q2_gourmet,45666
q2_gourmet,46141
q2_gourmet,46448
q2_gourmet,46487
q2_gourmet,46669
q2_gourmet,46745
q2_gourmet,47887
q2_gourmet,48946
q2_gourmet,49086
q2_gourmet,49130
q2_gourmet,51921
q2_gourmet,52206
q2_gourmet,53023
q2_gourmet,53075
q2_gourmet,53484
q2_gourmet,54366
q2_gourmet,54405
q2_gourmet,54768
q2_gourmet,55246
q2_gourmet,55617
q2_gourmet,55743
q2_gourmet,56891
q2_gourmet,57118
q2_gourmet,57320
q2_gourmet,57971
q2_gourmet,58146
q2_gourmet,58830
q2_gourmet,59021
q2_gourmet,59073
q2_gourmet,60514
q2_gourmet,60853
q2_gourmet,61081
q2_gourmet,61658
q2_gourmet,61792
q2_gourmet,61822
q2_gourmet,62029
q2_gourmet,62100
q2_gourmet,62326
q2_gourmet,63531
q2_gourmet,64220
q2_gourmet,65035
q2_gourmet,65817
q2_gourmet,65982
q2_gourmet,66366
q2_gourmet,67082
q2_gourmet,67235
q2_gourmet,68919
q2_gourmet,69125
q2_gourmet,69561
q2_gourmet,71415
q2_gourmet,71503
q2_gourmet,71767
q2_gourmet,73228
q2_gourmet,74033
q2_gourmet,74833
q2_gourmet,75490
q2_gourmet,75872
q2_gourmet,76542
q2_gourmet,77613
q2_gourmet,77787
q2_gourmet,78652
q2_gourmet,80004
q2_gourmet,81288
q2_gourmet,81435
q2_gourmet,82270
q2_gourmet,82732
q2_gourmet,83176
q2_gourmet,83446
q2_gourmet,84142
q2_gourmet,84506
q2_gourmet,85525
q2_gourmet,86669
q2_gourmet,86976
q2_gourmet,87392
q2_gourmet,87841
q2_gourmet,87906
q2_gourmet,87976
q2_gourmet,88045
q2_gourmet,88703
q2_gourmet,89443
q2_gourmet,89727
q2_gourmet,90751
q2_gourmet,91497
q2_gourmet,91900
q2_gourmet,92005
q2_gourmet,92932
q2_gourmet,94153
q2_gourmet,94338
q2_gourmet,94690
q2_gourmet,94868
q2_gourmet,94884
q2_gourmet,94987
q2_gourmet,95857
q2_gourmet,98362
q2_gourmet,99051
q2_gourmet,99102
q2_gourmet,100268
q2_gourmet,100546
q2_gourmet,100596
q2_gourmet,102504
q2_gourmet,102688
q2_gourmet,102808
q2_gourmet,102986
q2_gourmet,103662
q2_gourmet,104039
q2_gourmet,106436
q2_gourmet,107030
q2_gourmet,109083
q2_gourmet,109099
q2_gourmet,109264
q2_gourmet,109851
q2_gourmet,110758
q2_gourmet,111164
q2_gourmet,113151
q2_gourmet,113243
q2_gourmet,113890
q2_gourmet,114165
q2_gourmet,114205
q2_gourmet,114639
q2_gourmet,114747
q2_shopping,286
q2_shopping,342
q2_shopping,383
q2_shopping,461
q2_shopping,497
q2_shopping,533
q2_shopping,540
q2_shopping,598
q2_shopping,605
q2_shopping,627
q2_shopping,635
q2_shopping,651
q2_shopping,676
q2_shopping,732
q2_shopping,755
q2_shopping,768
q2_shopping,776
q2_shopping,783
q2_shopping,792
q2_shopping,800
q2_shopping,899
q2_shopping,923
q2_shopping,931
q2_shopping,939
q2_shopping,951
q2_shopping,967
q2_shopping,975
q2_shopping,1062
q2_shopping,1070
q2_shopping,1084
q2_shopping,1100
q2_shopping,1108
q2_shopping,1114
q2_shopping,1130
q2_shopping,1150
q2_shopping,1158
q2_shopping,1227
q2_shopping,1242
q2_shopping,1250
q2_shopping,1258
q2_shopping,1390
q2_shopping,1397
q2_shopping,1445
q2_shopping,1452
q2_shopping,1460
q2_shopping,1468
q2_shopping,1473
q2_shopping,1481
q2_shopping,1513
q2_shopping,1629
q2_shopping,1634
q2_shopping,1656
q2_shopping,1718
q2_shopping,1734
q2_shopping,1772
q2_shopping,1776
q2_shopping,1806
q2_shopping,1886
q2_shopping,1900
q2_shopping,1924
q2_shopping,2026
q2_shopping,2064
q2_shopping,2069
q2_shopping,2085
q2_shopping,2115
q2_shopping,2130
q2_shopping,2153
q2_shopping,2177
q2_shopping,2192
q2_shopping,2216
q2_shopping,2309
q2_shopping,2316
q2_shopping,2330
q2_shopping,2338
q2_shopping,2393
q2_shopping,2432
q2_shopping,2506
q2_shopping,2512
q2_shopping,2536
q2_shopping,2589
q2_shopping,2597
q2_shopping,2625
q2_shopping,2654
q2_shopping,2662
q2_shopping,2716
q2_shopping,2724
q2_shopping,2732
q2_shopping,2756
q2_shopping,2771
q2_shopping,2810
q2_shopping,2824
q2_shopping,2832
q2_shopping,2839
q2_shopping,2870
q2_shopping,2941
q2_shopping,2977
q2_shopping,3023
q2_shopping,3039
q2_shopping,3062
q2_shopping,3084
q2_shopping,3113
q2_shopping,3183
q2_shopping,3284
q2_shopping,3305
q2_shopping,3335
q2_shopping,3357
q2_shopping,3365
q2_shopping,3389
q2_shopping,3413
q2_shopping,3421
q2_shopping,3441
q2_shopping,3472
q2_shopping,3495
q2_shopping,3569
q2_shopping,3577
q2_shopping,3664
q2_shopping,3699
q2_shopping,3799
q2_shopping,3819
q2_shopping,3873
q2_shopping,3961
q2_shopping,3969
q2_shopping,3993
q2_shopping,4001
q2_shopping,4005
q2_shopping,4025
q2_shopping,4030
q2_shopping,4045
q2_shopping,4107
q2_shopping,4113
q2_shopping,4137
q2_shopping,4175
q2_shopping,4207
q2_shopping,4215
q2_shopping,4243
q2_shopping,4251
q2_shopping,4298
q2_shopping,4310
q2_shopping,4332
q2_shopping,4396
q2_shopping,4441
q2_shopping,4484
q2_shopping,4530
q2_shopping,4561
q2_shopping,4569
q2_shopping,4585
q2_shopping,4626
q2_shopping,4716
q2_shopping,4739
q2_shopping,4779
q2_shopping,4786
q2_shopping,4806
q2_shopping,4821
q2_shopping,4832
q2_shopping,4872
q2_shopping,4880
q2_shopping,4896
q2_shopping,5082
q2_shopping,5098
q2_shopping,5106
q2_shopping,5122
q2_shopping,5138
q2_shopping,5146
q2_shopping,5157
q2_shopping,5181
q2_shopping,5224
q2_shopping,5232
q2_shopping,5246
q2_shopping,5254
q2_shopping,5270
q2_shopping,5323
q2_shopping,5328
q2_shopping,5415
q2_shopping,5421
q2_shopping,5451
q2_shopping,5461
q2_shopping,5485
q2_shopping,5516
q2_shopping,5540
q2_shopping,5548
q2_shopping,5558
q2_shopping,5667
q2_shopping,5683
q2_shopping,5689
q2_shopping,5727
q2_shopping,5735
q2_shopping,5788
q2_shopping,5836
q2_shopping,5984
q2_shopping,6060
q2_shopping,6115
q2_shopping,6122
q2_shopping,6130
q2_shopping,6154
q2_shopping,6187
q2_shopping,6203
q2_shopping,6211
q2_shopping,6219
q2_shopping,6241
q2_shopping,6264
q2_shopping,6280
q2_shopping,6293
q2_shopping,6301
q2_shopping,6317
q2_shopping,6325
q2_shopping,6341
q2_shopping,6362
q2_shopping,6393
q2_shopping,6511
q2_shopping,6527
q2_shopping,6535
q2_shopping,6539
q2_shopping,6562
q2_shopping,6620
q2_shopping,6628
q2_shopping,6659
q2_shopping,6667
q2_shopping,6675
q2_shopping,6707
q2_shopping,6846
q2_shopping,6878
q2_shopping,6894
q2_shopping,6922
q2_shopping,6930
q2_shopping,6938
q2_shopping,6954
q2_shopping,6972
q2_shopping,6984
q2_shopping,7016
q2_shopping,7024
q2_shopping,7035
q2_shopping,7073
q2_shopping,7135
q2_shopping,7177
q2_shopping,7197
q2_shopping,7291
q2_shopping,7339
q2_shopping,7373
q2_shopping,7388
q2_shopping,7473
q2_shopping,7481
q2_shopping,7484
q2_shopping,7506
q2_shopping,7512
q2_shopping,7632
q2_shopping,7663
q2_shopping,7679
q2_shopping,7695
q2_shopping,7702
q2_shopping,7733
q2_shopping,7753
q2_shopping,7798
q2_shopping,7829
q2_shopping,7850
q2_shopping,7858
q2_shopping,7866
q2_shopping,7881
q2_shopping,7889
q2_shopping,7931
q2_shopping,7939
q2_shopping,8056
q2_shopping,8072
q2_shopping,8080
q2_shopping,8096
q2_shopping,8104
q2_shopping,8133
q2_shopping,8138
q2_shopping,8216
q2_shopping,8287
q2_shopping,8321
q2_shopping,8362
q2_shopping,8403
q2_shopping,8409
q2_shopping,8443
q2_shopping,8459
q2_shopping,8554
q2_shopping,8562
q2_shopping,8626
q2_shopping,8639
q2_shopping,8693
q2_shopping,8818
q2_shopping,8844
q2_shopping,8851
q2_shopping,8865
q2_shopping,8895
q2_shopping,8927
q2_shopping,8990
q2_shopping,9014
q2_shopping,9022
q2_shopping,9030
q2_shopping,9038
q2_shopping,9053
q2_shopping,9116
q2_shopping,9199
q2_shopping,9222
q2_shopping,9230
q2_shopping,9236
q2_shopping,9244
q2_shopping,9256
q2_shopping,9357
q2_shopping,9400
q2_shopping,9414
q2_shopping,9422
q2_shopping,9459
q2_shopping,9482
q2_shopping,9503
q2_shopping,9542
q2_shopping,9561
q2_shopping,9586
q2_shopping,9609
q2_shopping,9633
q2_shopping,9641
q2_shopping,9683
q2_shopping,9691
q2_shopping,9701
q2_shopping,9800
q2_shopping,9847
q2_shopping,9855
q2_shopping,9879
q2_shopping,9898
q2_shopping,9914
q2_shopping,9933
q2_shopping,10000
q2_shopping,10014
q2_shopping,10067
q2_shopping,10076
q2_shopping,10087
q2_shopping,10142
q2_shopping,10235
q2_shopping,10243
q2_shopping,10271
q2_shopping,10283
q2_shopping,10291
q2_shopping,10325
q2_shopping,10333
q2_shopping,10345
q2_shopping,10369
q2_shopping,10377
q2_shopping,10389
q2_shopping,10418
q2_shopping,10442
q2_shopping,10543
q2_shopping,10551
q2_shopping,10598
q2_shopping,10638
q2_shopping,10678
q2_shopping,10686
q2_shopping,10695
q2_shopping,10706
q2_shopping,10738
q2_shopping,10746
q2_shopping,10779
q2_shopping,10787
q2_shopping,10792
q2_shopping,10890
q2_shopping,10973
q2_shopping,11015
q2_shopping,11058
q2_shopping,11189
q2_shopping,11196
q2_shopping,11225
q2_shopping,11291
q2_shopping,11305
q2_shopping,11313
q2_shopping,11329
q2_shopping,11334
q2_shopping,11336
q2_shopping,11343
q2_shopping,11412
q2_shopping,11449
q2_shopping,11508
q2_shopping,11524
q2_shopping,11549
q2_shopping,11581
q2_shopping,11589
q2_shopping,11612
q2_shopping,11628
q2_shopping,11635
q2_shopping,11650
q2_shopping,11720
q2_shopping,11745
q2_shopping,11760
q2_shopping,11789
q2_shopping,11831
q2_shopping,11870
q2_shopping,11885
q2_shopping,11925
q2_shopping,11957
q2_shopping,11973
q2_shopping,11981
q2_shopping,12041
q2_shopping,12069
q2_shopping,12120
q2_shopping,12145
q2_shopping,12241
q2_shopping,12295
q2_shopping,12303
q2_shopping,12434
q2_shopping,12488
q2_shopping,12512
q2_shopping,12542
q2_shopping,12550
q2_shopping,12572
q2_shopping,12586
q2_shopping,12604
q2_shopping,12611
q2_shopping,12625
q2_shopping,12707
q2_shopping,12741
q2_shopping,12757
q2_shopping,12776
q2_shopping,12784
q2_shopping,12792
q2_shopping,12835
q2_shopping,12862
q2_shopping,12892
q2_shopping,12987
q2_shopping,13011
q2_shopping,13019
q2_shopping,13026
q2_shopping,13042
q2_shopping,13056
q2_shopping,13092
q2_shopping,13112
q2_shopping,13120
q2_shopping,13129
q2_shopping,13147
q2_shopping,13153
q2_shopping,13161
q2_shopping,13339
q2_shopping,13357
q2_shopping,13420
q2_shopping,13452
q2_shopping,13460
q2_shopping,13476
q2_shopping,13483
q2_shopping,13597
q2_shopping,13611
q2_shopping,13671
q2_shopping,13930
q2_shopping,13998
q2_shopping,14006
q2_shopping,14022
q2_shopping,14030
q2_shopping,14046
q2_shopping,14074
q2_shopping,14128
q2_shopping,14146
q2_shopping,14154
q2_shopping,14162
q2_shopping,14177
q2_shopping,14185
q2_shopping,14201
q2_shopping,14251
q2_shopping,14281
q2_shopping,14343
q2_shopping,14351
q2_shopping,14359
q2_shopping,14409
q2_shopping,14417
q2_shopping,14454
q2_shopping,14469
q2_shopping,14501
q2_shopping,14544
q2_shopping,14567
q2_shopping,14586
q2_shopping,14594
q2_shopping,14607
q2_shopping,14668
q2_shopping,14679
q2_shopping,14711
q2_shopping,14733
q2_shopping,14755
q2_shopping,14770
q2_shopping,14781
q2_shopping,14789
q2_shopping,14790
q2_shopping,14835
q2_shopping,14851
q2_shopping,14859
q2_shopping,14902
q2_shopping,14907
q2_shopping,14930
q2_shopping,14947
q2_shopping,14953
q2_shopping,14962
q2_shopping,15063
q2_shopping,15071
q2_shopping,15101
q2_shopping,15116
q2_shopping,15124
q2_shopping,15139
q2_shopping,15179
q2_shopping,15220
q2_shopping,15227
q2_shopping,15248
q2_shopping,15256
q2_shopping,15264
q2_shopping,15284
q2_shopping,15360
q2_shopping,15373
q2_shopping,15421
q2_shopping,15429
q2_shopping,15437
q2_shopping,15459
q2_shopping,15462
q2_shopping,15478
q2_shopping,15500
q2_shopping,15506
q2_shopping,15519
q2_shopping,15527
q2_shopping,15534
q2_shopping,15537
q2_shopping,15554
q2_shopping,15588
q2_shopping,15613
q2_shopping,15638
q2_shopping,15681
q2_shopping,15723
q2_shopping,15729
q2_shopping,15777
q2_shopping,15785
q2_shopping,15790
q2_shopping,15854
q2_shopping,15856
q2_shopping,15872
q2_shopping,15880
q2_shopping,15989
q2_shopping,16013
q2_shopping,16037
q2_shopping,16144
q2_shopping,16195
q2_shopping,16201
q2_shopping,16206
q2_shopping,16214
q2_shopping,16217
q2_shopping,16225
q2_shopping,16244
q2_shopping,16279
q2_shopping,16287
q2_shopping,16315
q2_shopping,16345
q2_shopping,16374
q2_shopping,16433
q2_shopping,16544
q2_shopping,16559
q2_shopping,16578
q2_shopping,16624
q2_shopping,16640
q2_shopping,16648
q2_shopping,16656
q2_shopping,16710
q2_shopping,16720
q2_shopping,16740
q2_shopping,16752
q2_shopping,16813
q2_shopping,16852
q2_shopping,16872
q2_shopping,16905
q2_shopping,16961
q2_shopping,16977
q2_shopping,17015
q2_shopping,17035
q2_shopping,17083
q2_shopping,17092
q2_shopping,17107
q2_shopping,17200
q2_shopping,17215
q2_shopping,17234
q2_shopping,17298
q2_shopping,17358
q2_shopping,17407
q2_shopping,17458
q2_shopping,17496
q2_shopping,17504
q2_shopping,17528
q2_shopping,17536
q2_shopping,17574
q2_shopping,17631
q2_shopping,17643
q2_shopping,17649
q2_shopping,17663
q2_shopping,17671
q2_shopping,17736
q2_shopping,17765
q2_shopping,17840
q2_shopping,17861
q2_shopping,17879
q2_shopping,17896
q2_shopping,17904
q2_shopping,17941
q2_shopping,17995
q2_shopping,18003
q2_shopping,18044
q2_shopping,18101
q2_shopping,18139
q2_shopping,18145
q2_shopping,18149
q2_shopping,18178
q2_shopping,18188
q2_shopping,18262
q2_shopping,18345
q2_shopping,18357
q2_shopping,18442
q2_shopping,18444
q2_shopping,18456
q2_shopping,18473
q2_shopping,18474
q2_shopping,18555
q2_shopping,18563
q2_shopping,18568
q2_shopping,18588
q2_shopping,18602
q2_shopping,18605
q2_shopping,18620
q2_shopping,18689
q2_shopping,18696
q2_shopping,18724
q2_shopping,18742
q2_shopping,18783
q2_shopping,18884
q2_shopping,18909
q2_shopping,18925
q2_shopping,18936
q2_shopping,18955
q2_shopping,19037
q2_shopping,19086
q2_shopping,19102
q2_shopping,19148
q2_shopping,19175
q2_shopping,19183
q2_shopping,19227
q2_shopping,19231
q2_shopping,19237
q2_shopping,19245
q2_shopping,19285
q2_shopping,19289
q2_shopping,19290
q2_shopping,19318
q2_shopping,19356
q2_shopping,19405
q2_shopping,19446
q2_shopping,19451
q2_shopping,19475
q2_shopping,19634
q2_shopping,19651
q2_shopping,19668
q2_shopping,19687
q2_shopping,19708
q2_shopping,19712
q2_shopping,19714
q2_shopping,19734
q2_shopping,19745
q2_shopping,19752
q2_shopping,19793
q2_shopping,19804
q2_shopping,19879
q2_shopping,19882
q2_shopping,19889
q2_shopping,19905
q2_shopping,19908
q2_shopping,19916
q2_shopping,19993
q2_shopping,19995
q2_shopping,20014
q2_shopping,20043
q2_shopping,20056
q2_shopping,20103
q2_shopping,20132
q2_shopping,20202
q2_shopping,20204
q2_shopping,20231
q2_shopping,20234
q2_shopping,20242
q2_shopping,20336
q2_shopping,20347
q2_shopping,20363
q2_shopping,20416
q2_shopping,20427
q2_shopping,20428
q2_shopping,20453
q2_shopping,20461
q2_shopping,20464
q2_shopping,20493
q2_shopping,20502
q2_shopping,20541
q2_shopping,20560
q2_shopping,20572
q2_shopping,20578
q2_shopping,20582
q2_shopping,20634
q2_shopping,20655
q2_shopping,20690
q2_shopping,20697
q2_shopping,20698
q2_shopping,20712
q2_shopping,20754
q2_shopping,20794
q2_shopping,20802
q2_shopping,20818
q2_shopping,20840
q2_shopping,20855
q2_shopping,20856
q2_shopping,20887
q2_shopping,20893
q2_shopping,20901
q2_shopping,20934
q2_shopping,20937
q2_shopping,20962
q2_shopping,20967
q2_shopping,20978
q2_shopping,20979
q2_shopping,20990
q2_shopping,20998
q2_shopping,21013
q2_shopping,21044
q2_shopping,21079
q2_shopping,21081
q2_shopping,21084
q2_shopping,21095
q2_shopping,21128
q2_shopping,21136
q2_shopping,21141
q2_shopping,21146
q2_shopping,21151
q2_shopping,21169
q2_shopping,21178
q2_shopping,21181
q2_shopping,21185
q2_shopping,21188
q2_shopping,21189
q2_shopping,21294
q2_shopping,21318
q2_shopping,21326
q2_shopping,21334
q2_shopping,21433
q2_shopping,21441
q2_shopping,21452
q2_shopping,21460
q2_shopping,21468
q2_shopping,21476
q2_shopping,21517
q2_shopping,21605
q2_shopping,21642
q2_shopping,21658
q2_shopping,21673
q2_shopping,21733
q2_shopping,21741
q2_shopping,21747
q2_shopping,21755
q2_shopping,21763
q2_shopping,21771
q2_shopping,21847
q2_shopping,21862
q2_shopping,21889
q2_shopping,21903
q2_shopping,21927
q2_shopping,21964
q2_shopping,22013
q2_shopping,22042
q2_shopping,22046
q2_shopping,22162
q2_shopping,22174
q2_shopping,22190
q2_shopping,22217
q2_shopping,22258
q2_shopping,22271
q2_shopping,22285
q2_shopping,22364
q2_shopping,22402
q2_shopping,22475
q2_shopping,22489
q2_shopping,22571
q2_shopping,22574
q2_shopping,22591
q2_shopping,22605
q2_shopping,22679
q2_shopping,22685
q2_shopping,22762
q2_shopping,22806
q2_shopping,22832
q2_shopping,22893
q2_shopping,22914
q2_shopping,22929
q2_shopping,22934
q2_shopping,22972
q2_shopping,23028
q2_shopping,23034
q2_shopping,23070
q2_shopping,23081
q2_shopping,23137
q2_shopping,23145
q2_shopping,23169
q2_shopping,23180
q2_shopping,23220
q2_shopping,23285
q2_shopping,23320
q2_shopping,23340
q2_shopping,23352
q2_shopping,23369
q2_shopping,23376
q2_shopping,23420
q2_shopping,23426
q2_shopping,23435
q2_shopping,23470
q2_shopping,23502
q2_shopping,23510
q2_shopping,23530
q2_shopping,23535
q2_shopping,23545
q2_shopping,23588
q2_shopping,23644
q2_shopping,23649
q2_shopping,23669
q2_shopping,23733
q2_shopping,23743
q2_shopping,23744
q2_shopping,23786
q2_shopping,23794
q2_shopping,23809
q2_shopping,23861
q2_shopping,23904
q2_shopping,23908
q2_shopping,23910
q2_shopping,23912
q2_shopping,23928
q2_shopping,23946
q2_shopping,23974
q2_shopping,24001
q2_shopping,24037
q2_shopping,24072
q2_shopping,24096
q2_shopping,24106
q2_shopping,24136
q2_shopping,24148
q2_shopping,24167
q2_shopping,24182
q2_shopping,24208
q2_shopping,24215
q2_shopping,24217
q2_shopping,24230
q2_shopping,24248
q2_shopping,24371
q2_shopping,24386
q2_shopping,24433
q2_shopping,24460
q2_shopping,24480
q2_shopping,24492
q2_shopping,24529
q2_shopping,24549
q2_shopping,24566
q2_shopping,24587
q2_shopping,24624
q2_shopping,24626
q2_shopping,24641
q2_shopping,24668
q2_shopping,24693
q2_shopping,24715
q2_shopping,24743
q2_shopping,24827
q2_shopping,24833
q2_shopping,24838
q2_shopping,24872
q2_shopping,24884
q2_shopping,24914
q2_shopping,24922
q2_shopping,24967
q2_shopping,24977
q2_shopping,25040
q2_shopping,25042
q2_shopping,25090
q2_shopping,25116
q2_shopping,25118
q2_shopping,25126
q2_shopping,25132
q2_shopping,25133
q2_shopping,25161
q2_shopping,25234
q2_shopping,25292
q2_shopping,25300
q2_shopping,25317
q2_shopping,25326
q2_shopping,25331
q2_shopping,25347
q2_shopping,25361
q2_shopping,25367
q2_shopping,25375
q2_shopping,25407
q2_shopping,25445
q2_shopping,25473
q2_shopping,25502
q2_shopping,25525
q2_shopping,25533
q2_shopping,25545
q2_shopping,25553
q2_shopping,25627
q2_shopping,25635
q2_shopping,25649
q2_shopping,25699
q2_shopping,25705
q2_shopping,25709
q2_shopping,25729
q2_shopping,25762
q2_shopping,25797
q2_shopping,25815
q2_shopping,25864
q2_shopping,25883
q2_shopping,25934
q2_shopping,25963
q2_shopping,25973
q2_shopping,26039
q2_shopping,26047
q2_shopping,26131
q2_shopping,26143
q2_shopping,26147
q2_shopping,26165
q2_shopping,26178
q2_shopping,26228
q2_shopping,26243
q2_shopping,26309
q2_shopping,26317
q2_shopping,26395
q2_shopping,26419
q2_shopping,26460
q2_shopping,26476
q2_shopping,26501
q2_shopping,26512
